condition_id,avg_growth,EX_glc__D_e,EX_ala__L_e,EX_arg__L_e,EX_asn__L_e,EX_asp__L_e,EX_glu__L_e,EX_gln__L_e,EX_gly_e,EX_his__L_e,EX_ile__L_e,EX_leu__L_e,EX_lys__L_e,EX_met__L_e,EX_phe__L_e,EX_pro__L_e,EX_ser__L_e,EX_thr__L_e,EX_trp__L_e,EX_tyr__L_e,EX_val__L_e,EX_thm_e,EX_pydxn_e,EX_cys__L_e,EX_cl_e,EX_nh4_e,EX_so4_e,EX_pi_e,EX_k_e,EX_na1_e,EX_mg2_e,EX_ca2_e,EX_fe2_e,EX_zn2_e,EX_cu2_e,EX_mobd_e,EX_cit_e,EX_tsul_e,EX_o2_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_fe3_e,EX_mn2_e,EX_ni2_e,EX_sel_e,EX_cobalt2_e,EX_tungs_e,EX_slnt_e
cond1,0.0,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,11.241602152585983,6.427442021667956,10.21484725177288,0.7855567568913102,8.81807092577219,12.059873044490814,6.530555076897144,4.108520857989788,0.0,11.344844028353693,3.9777991548180576,0.0,1.502296095713973,0.0,0.0,9.480180889368055,9.512679763138294,4.421801436692476,0.0,0.0,0.0,1.4968553744256496,11.125357188284395,8.931517228484154,0.0,13.864260911941528,1.7809287272393703,0.0,0.0,2.828802233561873,0.0,0.0,9.691501073539255,0.0,0.0,12.318084612488747,9.795329719781876
cond2,1.3519570080833334,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,12.654251009225844,10.59820868074894,10.649390071630476,5.192271769046784,10.576876141130924,8.68887100368738,7.877991721034051,5.322857573628426,0.0,13.892156928777695,4.155714828521012,0.0,3.4900732710957527,0.0,7.878933809697629,11.997034102678297,11.592863909900188,7.312529720366002,0.0,0.0,8.72548010200262,0.0,12.162636443972588,10.826595462858675,0.0,16.30925066769123,13.862066715955734,0.0,0.0,18.04746866226196,19.93464708328247,0.0,11.668092273175716,4.017932415008545,0.0,11.201441287994385,12.834633737802504
cond3,1.2124776922457787,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.12091827392578,11.432155333459376,10.455983728170393,4.1817156970500955,12.686822786927223,8.904769271612166,8.126369044184685,6.572440154850482,0.0,10.77911164611578,3.280081991106272,0.0,5.127208903431892,0.0,0.0,13.555294051766396,13.087347075343132,8.888792693614958,0.0,0.008279190005850978,14.205751419067383,0.0,14.903645887970924,10.082817524671555,0.0,20.53906738758087,11.34157821536064,0.0,0.0,17.423623353242874,18.0108255892992,0.0,10.721138156950472,0.0,0.0,11.826429702341557,11.827177852392197
cond4,1.3166414475,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.529168963432312,7.6355068758130065,12.295977026224136,1.0908191418275237,10.678493604063988,14.4398183375597,7.895798683166504,5.041944216936827,0.0,13.543779477477072,4.926857575774193,0.0,1.973211783915758,0.0,0.0,11.423846408724785,11.496128886938097,5.378499906510115,0.0,0.0,0.0,1.563692707568407,13.280022963881493,10.592596493661404,0.0,16.585484370589256,2.3935666494071484,0.0,0.0,3.3069771714508533,0.0,0.0,11.71937983483076,0.0,0.0,14.887643828988075,11.83728814125061
cond5,1.206139122,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.275502920150757,10.158967450261116,11.673687472939491,6.274182386696339,12.387278228998184,12.801218256354332,10.352028384804724,8.902809359133244,0.0,14.949698522686958,7.462118677794932,0.0,3.1675300002098083,0.0,11.68487150222063,13.840640038251877,12.346653044223784,9.155243113636969,0.0,0.0,8.352106511592865,0.0,15.682902559638023,11.711232997477055,0.0,18.073905184865,18.118547871708866,0.0,0.0,24.117373526096344,0.0,0.0,13.94046887755394,0.0,0.0,13.1650173664093,15.99417969584465
cond6,1.2096604045,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,12.805415540933607,11.19884505867958,10.201576612889767,4.0413363464176655,12.382329255342484,8.676531836390494,7.921965532004833,6.400925517082214,0.0,10.55959153920412,3.1711964309215546,0.0,4.9685667641460896,0.0,0.0,13.231177330017088,12.778295278549194,8.676531836390494,0.0,0.025910996628226712,13.918577879667282,0.0,14.612590745091438,9.853068925440311,0.0,20.128850415349007,11.07049025595188,0.0,0.0,17.088435143232346,17.66226977109909,0.0,10.454696230590343,0.0,0.0,11.526614762842655,11.569687537848948
cond7,1.1866553634817392,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,12.978345081210136,7.342367246747018,11.797102503478529,1.020311750471592,10.238486528396606,13.861401379108427,7.573331855237485,4.819235093891621,0.0,13.007816672325134,4.699931349605322,0.0,1.8615643680095673,0.0,0.0,10.956335440278052,11.021632589399815,5.147187765687704,0.0,0.0,0.0,1.542496420443058,12.754678651690485,10.193039067089556,0.0,15.928594470024109,2.2502223029732704,0.0,0.0,3.189664129167795,0.0,0.0,11.229916289448738,0.0,0.0,14.274858683347702,11.345793195068836
cond8,1.2630026046111111,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.277885392308235,7.502065785229206,12.066288590431212,1.0587691934779286,10.47353234142065,14.177466109395027,7.746204063296318,4.939878713339567,0.0,13.300233632326126,4.823177568614482,0.0,1.9226983841508625,0.0,0.0,11.210290268063543,11.277999617159367,5.274410787969828,0.0,0.0,0.0,1.5564092155545948,13.040924966335297,10.410067699849604,0.0,16.284003257751465,2.32741323299706,0.0,0.0,3.2534232176840305,0.0,0.0,11.497162990272043,0.0,0.0,14.60652768611908,11.61167737096548
cond9,1.3025191496666664,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.706120252609251,11.881908178329468,10.929976776242256,4.431239664554596,13.25391910970211,9.325671270489693,8.501374833285809,6.886253356933594,0.0,11.203392706811428,3.469646368175745,0.0,5.411309152841568,0.0,0.0,14.161898642778397,13.662811070680618,9.283885285258291,0.0,0.0,14.768633469939232,0.0,15.472095534205437,10.509813725948332,0.0,21.342478618025776,11.85156598687172,0.0,0.0,18.084803968667984,18.693635314702988,0.0,11.218219101428984,0.0,0.0,12.384418696165085,12.31589749455452
cond10,1.1614140076666668,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,10.329049490392208,4.706455543637276,8.450165130198004,0.9880420286208392,9.242831878364086,7.027018815279007,7.161668837070465,6.299217455089092,0.0,9.141210168600082,3.4769480861723423,0.0,8.060517683625221,0.6611296976916492,0.0,9.614582471549513,8.086659759283066,5.822044238448143,0.0,0.0,4.150668885558844,0.0,9.734978005290031,8.995124138891697,0.0,14.110657796263695,1.3977093901485205,0.9126921882852913,11.7073705047369,15.773936212062836,5.494695324450731,0.0,9.5356048643589,0.0,0.0,11.088467091321943,11.2966750562191
