condition_id,avg_growth,EX_glc__D_e,EX_ala__L_e,EX_arg__L_e,EX_asn__L_e,EX_asp__L_e,EX_glu__L_e,EX_gln__L_e,EX_gly_e,EX_his__L_e,EX_ile__L_e,EX_leu__L_e,EX_lys__L_e,EX_met__L_e,EX_phe__L_e,EX_pro__L_e,EX_ser__L_e,EX_thr__L_e,EX_trp__L_e,EX_tyr__L_e,EX_val__L_e,EX_thm_e,EX_pydxn_e,EX_cys__L_e,EX_cl_e,EX_nh4_e,EX_so4_e,EX_pi_e,EX_k_e,EX_na1_e,EX_mg2_e,EX_ca2_e,EX_fe2_e,EX_zn2_e,EX_cu2_e,EX_mobd_e,EX_cit_e,EX_tsul_e,EX_o2_e,EX_co2_e,EX_h_e,EX_h2o_e,EX_fe3_e,EX_mn2_e,EX_ni2_e,EX_sel_e,EX_cobalt2_e,EX_tungs_e,EX_slnt_e
cond2,1.3519570080833334,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,12.654251009225844,10.59820868074894,10.649390071630476,5.192271769046784,10.576876141130924,8.68887100368738,7.877991721034051,5.322857573628426,0.0,13.892156928777696,4.155714828521012,0.0,3.4900732710957527,0.0,7.878933809697629,11.997034102678295,11.592863909900188,7.312529720366002,0.0,0.0,8.72548010200262,0.0,12.162636443972588,10.826595462858675,0.0,16.30925066769123,13.862066715955734,0.0,0.0,18.04746866226196,19.93464708328247,0.0,11.668092273175716,4.017932415008545,0.0,11.201441287994385,12.834633737802504
cond10,1.1614140076666668,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,10.329049490392208,4.706455543637276,8.450165130198004,0.9880420286208392,9.242831878364086,7.027018815279007,7.161668837070465,6.299217455089092,0.0,9.141210168600082,3.4769480861723423,0.0,8.060517683625221,0.6611296976916492,0.0,9.614582471549513,8.086659759283066,5.822044238448143,0.0,0.0,4.150668885558844,0.0,9.734978005290031,8.995124138891697,0.0,14.110657796263697,1.3977093901485205,0.9126921882852912,11.7073705047369,15.773936212062836,5.494695324450731,0.0,9.5356048643589,0.0,0.0,11.088467091321943,11.2966750562191
cond12,1.1903843759166668,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.62519972026348,6.290657967329024,11.137577444314957,1.5172359161078928,12.240993306040764,9.167783297598362,9.795931354165075,8.320806659758091,0.0,12.129256352782248,4.858811665326357,0.0,10.544012747704985,1.0905952984467149,0.0,12.818597704172134,10.898738503456116,7.82553769648075,0.0,0.0,5.3341930732131,0.0,12.655910104513168,11.799695193767548,0.0,18.404731899499893,1.7537849303334951,1.1904614744707942,15.255058407783508,20.529909804463383,7.3945289477705956,0.0,12.623509615659712,0.0,0.0,14.717294946312904,14.641556963324549
cond20,1.1549410551666668,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,12.78357408940792,6.814285852015018,10.621514581143856,0.7193506089970468,11.653286404907703,9.75114993751049,8.876158371567726,7.617959678173065,0.0,12.953140139579771,3.6851627752184872,0.0,9.914542511105536,0.2016805857419968,0.0,12.412001863121986,10.471833609044552,7.008836716413498,0.0,0.0,5.47257075086236,0.0,13.686362579464912,11.846272312104702,0.0,19.518723785877228,1.1037355242297051,2.003067182376981,16.579976230859756,21.784367039799687,8.023127168416977,0.0,11.973860561847689,0.0,0.0,13.811845108866692,14.806815311312675
cond21,1.049528889,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,10.497991964221,11.85243871062994,8.314085341989994,3.060217183083296,8.625468648970127,6.072281673550606,5.958259217441082,4.026769008487463,0.0,14.478099271655084,0.5312220146879554,0.0,0.4864033497869968,0.0,10.276414975523949,10.015668049454687,10.494307838380337,5.187913104891777,0.0,0.0,11.302311308681965,0.0,14.021931588649748,10.845266655087473,0.0,18.426737561821938,13.14411588013172,0.0,0.0,21.450164094567292,21.010941267013543,0.0,10.058382675051687,1.636877106502652,0.0,7.976392209529875,12.603362649679184
cond24,1.1634775366666668,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.506899997591972,6.619275622069836,11.217866614460943,1.1586279375478623,12.242713272571564,9.554438851773735,9.530758522450926,8.249798230826855,0.0,12.60726973414421,4.306324794888496,0.0,10.615092664957048,0.5895132198929787,0.0,12.812790870666504,10.759254172444344,7.5930123776197425,0.0,0.0,5.584137123078108,0.0,13.348477631807327,12.17146135866642,0.0,19.329258501529694,1.3478189473971725,1.5494686551392078,16.31673499941826,21.57936543226242,7.820534929633139,0.0,12.604271471500397,0.0,0.0,14.487239867448809,15.112350732088087
cond27,1.286481767363636,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.105563148856165,7.41014525294304,11.911324560642242,1.0367166390642524,10.33828280866146,13.995553106069565,7.646785750985146,4.8704108223319045,0.0,13.131955787539482,4.752293005585671,0.0,1.8876346014440053,0.0,0.0,11.06421697884798,11.130405962467192,5.201253108680248,0.0,0.0,0.0,1.5482639707624912,12.876133769750597,10.28512805700302,0.0,16.07930600643158,2.283203722909093,0.0,0.0,3.2166948541998863,0.0,0.0,11.343438327312468,0.0,0.0,14.415792599320412,11.458687409758568
cond29,1.20015330525,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.23314219713211,6.107509844005108,10.818365812301636,1.461853701621294,11.886027604341503,8.909015394747257,9.491099491715431,8.076669089496134,0.0,11.776588186621664,4.701635390520096,0.0,10.241586007177828,1.042799516580999,0.0,12.442805543541908,10.568400882184504,7.591779381036758,0.0,0.0,5.194581337273121,0.0,12.304974645376204,11.470893509685991,0.0,17.885388359427452,1.70565789565444,1.1625158227980137,14.83235999941826,19.958798810839653,7.1795111894607535,0.0,12.262653559446337,0.0,0.0,14.285467267036436,14.23796646296978
cond33,1.1473662045,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.23314219713211,6.107509844005108,10.818365812301636,1.461853701621294,11.886027604341503,8.909015394747257,9.491099491715431,8.076669089496134,0.0,11.776588186621664,4.701635390520096,0.0,10.241586007177828,1.042799516580999,0.0,12.442805543541908,10.568400882184504,7.591779381036758,0.0,0.0,5.194581337273121,0.0,12.304974645376204,11.470893509685991,0.0,17.885388359427452,1.70565789565444,1.1625158227980137,14.83235999941826,19.958798810839653,7.1795111894607535,0.0,12.262653559446337,0.0,0.0,14.285467267036436,14.23796646296978
cond37,1.1191333696666668,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.23314219713211,6.107509844005108,10.818365812301636,1.461853701621294,11.886027604341503,8.909015394747257,9.491099491715431,8.076669089496134,0.0,11.776588186621664,4.701635390520096,0.0,10.241586007177828,1.042799516580999,0.0,12.442805543541908,10.568400882184504,7.591779381036758,0.0,0.0,5.194581337273121,0.0,12.304974645376204,11.470893509685991,0.0,17.885388359427452,1.70565789565444,1.1625158227980137,14.83235999941826,19.958798810839653,7.1795111894607535,0.0,12.262653559446337,0.0,0.0,14.285467267036436,14.23796646296978
cond42,1.18272168975,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.217941373586656,6.096580624580383,10.803959146142004,1.463787336833775,11.87166765332222,8.895322196185587,9.482157081365584,8.067006133496761,0.0,11.756319478154182,4.701687060296536,0.0,10.22826299071312,1.0473705222830176,0.0,12.427558004856108,10.557230301201344,7.582509256899357,0.0,0.0,5.185436848551034,0.0,12.283263429999352,11.449742875993252,0.0,17.856007367372513,1.7105187475681305,1.1563480086624622,14.804282784461977,19.923022091388702,7.165934778749943,0.0,12.246481627225876,0.0,0.0,14.270231053233148,14.213970452547072
cond43,1.2784763218333337,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.219487220048904,6.097689755260944,10.805421471595764,1.4635916287079451,11.873123608529568,8.896713033318518,9.483067318797112,8.06798856705427,0.0,11.758377775549889,4.701683167368174,0.0,10.229616314172745,1.0469074407592416,0.0,12.429109513759611,10.558367036283016,7.583452761173248,0.0,0.0,5.1863644272089005,0.0,12.285468950867651,11.451889649033546,0.0,17.858988642692562,1.7100264690816402,1.1569741507992148,14.807130992412567,19.926653131842613,7.1673135831952095,0.0,12.248126566410065,0.0,0.0,14.271778315305708,14.216408133506771
cond54,1.16809900175,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.23314219713211,6.107509844005108,10.818365812301636,1.461853701621294,11.886027604341503,8.909015394747257,9.491099491715431,8.076669089496134,0.0,11.776588186621664,4.701635390520096,0.0,10.241586007177828,1.042799516580999,0.0,12.442805543541908,10.568400882184504,7.591779381036758,0.0,0.0,5.194581337273121,0.0,12.304974645376204,11.470893509685991,0.0,17.885388359427452,1.70565789565444,1.1625158227980137,14.83235999941826,19.958798810839653,7.1795111894607535,0.0,12.262653559446337,0.0,0.0,14.285467267036436,14.23796646296978
cond58,1.23572865175,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.23314219713211,6.107509844005108,10.818365812301636,1.461853701621294,11.886027604341503,8.909015394747257,9.491099491715431,8.076669089496134,0.0,11.776588186621664,4.701635390520096,0.0,10.241586007177828,1.042799516580999,0.0,12.442805543541908,10.568400882184504,7.591779381036758,0.0,0.0,5.194581337273121,0.0,12.304974645376204,11.470893509685991,0.0,17.885388359427452,1.70565789565444,1.1625158227980137,14.83235999941826,19.958798810839653,7.1795111894607535,0.0,12.262653559446337,0.0,0.0,14.285467267036436,14.23796646296978
cond59,1.3069636430833331,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.23314219713211,6.107509844005108,10.818365812301636,1.461853701621294,11.886027604341503,8.909015394747257,9.491099491715431,8.076669089496134,0.0,11.776588186621664,4.701635390520096,0.0,10.241586007177828,1.042799516580999,0.0,12.442805543541908,10.568400882184504,7.591779381036758,0.0,0.0,5.194581337273121,0.0,12.304974645376204,11.470893509685991,0.0,17.885388359427452,1.70565789565444,1.1625158227980137,14.83235999941826,19.958798810839653,7.1795111894607535,0.0,12.262653559446337,0.0,0.0,14.285467267036436,14.23796646296978
cond71,1.1493160604166668,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,2.20000016503036,13.243381306529043,6.107121966779232,10.824452936649324,1.4671236649155617,11.894715204834938,8.909735232591629,9.499693661928177,8.083291314542294,0.0,11.77597664296627,4.710452873259783,0.0,10.248512588441372,1.0492969024926424,0.0,12.451193034648895,10.57479590177536,7.598999701440334,0.0,0.0,5.191948302090168,0.0,12.3039823025465,11.473348177969456,0.0,17.886880412697792,1.7148710414767263,1.158222807571292,14.829854369163511,19.95902389287949,7.17804815620184,0.0,12.271505370736122,0.0,0.0,14.29665483534336,14.242462441325188
