rxn_id,reconciled_flux,original_measured_flux
HPPPNtex,3.143453827715846e-09,
ACtex,-9.422989706674219e-08,6.959999999999999
ACALDtex,-1.328790055147173e-08,
ACMANAtex,-7.918355349214897e-10,
ACMUMtex,5.768439913892691e-09,
ACACT7r,-5.071769575017533e-08,
PSP_L,0.6662417071234215,0.8099999999999999
ACACT2r,2.1441974556709717e-09,
ACACT3r,-5.775058456208719e-08,
ACACT4r,-6.574754526317273e-08,
SUCCt2_2pp,2.7400771700320536e-08,
SUCFUMtpp,-0.02008980991444403,
SUCptspp,-7.96686570523627e-12,
SULabcpp,0.039754032284542114,0.16999999999999998
TSULabcpp,9.667474933073603e-09,
TARTRt7pp,3.2923232870217367e-09,
AHGDx,-2.056261955917773e-09,
TAURabcpp,9.734393815303833e-09,
THMDt2pp_copy1,390.088077043484,
EX_ca2_e,1.0058467854449363e-10,
EX_so3_e,-2.6506073941799463e-09,
Kt2pp,6.021053632143473e-08,
AKGt2rpp,-1.8406205385858684e-08,
XYLt2pp,-9.755081267940022e-10,
EX_ascb__L_e,-8.386855858994612e-09,
EX_ala_B_e,-8.298437129910738e-09,
EX_agm_e,-8.952050227968231e-09,
EX_minohp_e,-4.987502025024241e-09,
EX_ppt_e,-4.846579389603347e-09,
EX_hxa_e,6.040622554730265e-08,
EX_lyx__L_e,-8.577994752522406e-09,
EX_acmum_e,-5.753259110509853e-09,
EX_dca_e,1.8055949851808634e-09,
EX_all__D_e,-2.9812846009855118e-09,
EX_octa_e,3.0375475940778945e-09,
EX_xylu__L_e,-8.461297987345365e-09,
EX_gdp_e,3.3789297325801276e-09,
EX_gtp_e,-3.3171326309504004e-09,
THMabcpp,5.04937033077575e-09,
THMDt2pp_copy2,-390.08807703917154,
THRabcpp,5.496187681540225e-09,
TREptspp,2.686583213505523e-09,
TRPt2rpp,6.249159930071234e-08,
TYRt2rpp,-0.017741404565461142,
URIt2pp_copy1,390.38446720656356,
URIt2pp_copy2,-390.38446712107304,
VALabcpp,6.35820614223383e-09,
XTSNt2rpp,1.8408569559402003e-08,
XYLabcpp,-3.7054625674204896e-09,
XYLUt2pp,8.484920025046189e-09,
THRt4pp,5.070237342801295e-08,
EX_fruur_e,7.913681564397582e-09,
GALtex,2.2490831792497943e-09,
GALCTtex,5.073602676027717e-09,
GALCTNtex,5.200947060114434e-09,
GALTtex,4.327647776034029e-09,
GALURtex,-3.3836611361168262e-09,
GTPCI,3.014374752684264e-12,
FDMO,9.791611608066246e-09,
FEOXAMabcpp,3.965206010620586e-08,
CBL1abcpp,-8.944494727464168e-09,
ACACt2pp,-5.080630414950116e-09,
ACGAptspp,3.35904837739278e-09,
ACMANAptspp,-7.786011990297943e-10,
ACNAMt2pp,6.0224061354841024e-09,
CHOLD,1.4857208863177445e-08,
DRPA,4.211829981706757e-08,
TKT2,0.48871260863140237,
EX_ch4_e,6.1817628988622065e-09,
FEENTERabcpp,1.1359328348953438e-08,
FECRMabcpp,3.96520601062059e-08,
GAMtex,2.960129051959575e-09,
GBBTNtex,-1.5552053242883506e-10,
ARBt2rpp,2.4916640094280794e-08,
DAPabcpp,9.490001749485026e-09,
CO2tpp,-3.0461021182778607,17.52
DHAtpp,-7.903005842819615e-09,
DMSOR1pp,1.5323015426546353e-12,
ARGabcpp,6.6595352352421546e-09,
ARGAGMt7pp,-2.730802106344294e-08,
ASCBptspp,8.417156637124336e-09,
ASNt2rpp,-0.16068749370639046,
ASPabcpp,6.279513019928009e-09,
ASPt2pp,6.480154339795319e-08,
ASPt2_2pp,2.74007717003208e-08,
ASPt2_3pp,1.49338478005083e-08,
HIStex,-0.05809403250216156,
HXAtex,-6.040479154502978e-08,
HYXNtex,7.45424928162043e-09,
IDONtex,-3.4512049960978687e-09,
ILEtex,-0.050119051409831306,
INSTtex,-5.054061366394085e-09,
INStex,9.233645893292912e-09,
Ktex,-3.773335365968272e-09,
D_LACtex,-1.044074631033812e-09,
NTD8pp,8.33823527435109e-09,
FRULYStex,5.041357946011655e-09,
EX_fad_e,-8.910638445428897e-09,
GALCTt2rpp,5.089192893181349e-09,
GALt2pp,2.2821134995484057e-08,
ASPtex,9.204280300037135e-09,
ABUTt2pp,276.48298408677977,
CYSabcpp,2.8335464283205318e-08,
SBTptspp,2.9128062497876756e-09,
TREHpp,3.864064594470748e-09,
CYTBDpp,2.9209901129549834e-08,
CYTBD2pp,7.97794617001054e-08,
ACALDtpp,-1.3287871310204472e-08,
ACt2rpp,-9.295043480074286e-08,6.959999999999999
EX_fe3dcit_e,1.1772236078091519e-07,
EX_fe3hox_e,1.0279970640237232e-09,
EX_fecrm_e,1.0279970640237187e-09,
EX_feenter_e,0.0064424065288538395,
EX_feoxam_e,1.0279970640237263e-09,
EX_cbi_e,4.8841197316997656e-11,
EX_arbtn_fe3_e,1.0279970640237218e-09,
EX_cpgn_e,1.0279970640237244e-09,
EX_adocbl_e,-8.923852478235825e-09,
ATPS4rpp,38.967200207857594,30.0
INDOLEtex,-0.04398962654404792,
L_LACtex,-3.2644164225025985e-09,
ACt4pp,-1.279455728888687e-09,
ADEt2rpp,9.396621535478163e-09,
ADNt2pp_copy1,390.38820811201356,
ADNt2pp_copy2,-390.38820807341637,
ALAabcpp,7.603054229465316e-09,
ALLabcpp,3.0117858751841018e-09,
ALLTNt2rpp,6.330238674303472e-09,
ARBabcpp,1.0808107506955634e-08,
ECOAH8,-3.151226996677701e-08,
GLCDpp,7.303853025152724,
GUAtpp,-5.737124097637001e-08,
HYD2pp,2.460069784220324e-09,
HYXNtpp,7.460571191043489e-09,
NACtpp,-8.431802500664395e-10,
FE3DCITabcpp,9.041813779182317e-09,
CPGNtonex,3.963809699422099e-08,
GLCRtex,5.073576547753954e-09,
GLCNtex,-3.4512049961032003e-09,
GLCURtex,-7.902740729807174e-09,
GLNtex,8.501936423674753e-09,
O2tex,15.860000130829654,
EX_ppa_e,4.6414664441512125e-09,
OCTAtex,-3.0249436839113553e-09,
ORNtex,8.991558308791436e-09,
ECOAH5,-7.765756186539529e-08,
DHFS,1.956416688336981e-11,
CITt7pp,7.91496609874405e-08,
CRNt7pp,1.4338687717296598e-10,
EX_ni2_e,6.237049749332906e-12,
EX_no_e,-3.62562891443808e-09,
CHLabcpp,6.404871791218447e-09,
DGSNt2pp,1.6486721432161237e-08,
DINSt2pp,1.651451289639085e-08,
DURIt2pp,1.8074263030699844e-08,
FE2abcpp,3.895013542045897e-09,
FRUptspp,5.090253897971025e-09,
FUCtpp,5.951070233834354e-09,
FUMt2_2pp,2.7400771700320506e-08,
FUMt2_3pp,1.493384780050815e-08,
FEENTERtonex,1.1359455288251118e-08,
CSNt2pp,8.989888176003996e-09,
CYNTt2pp,3.6858900168215602e-09,
CYTDt2pp_copy1,390.38446725683815,
CYTDt2pp_copy2,-390.3844672188446,
DADNt2pp,1.8980734770130506e-08,
DCYTt2pp,1.8286145720255748e-08,
DDGLCNt2rpp,-3.8185994062941156e-09,
RMNtex,6.70683858156531e-09,
EX_meoh_e,7.706122650834989e-09,
MALTTRtexi,8.02559157420734e-09,
MALTTTRtexi,8.43508522852303e-09,
MALTPTtexi,8.771365248430247e-09,
MALTtexi,7.342951527288169e-09,
GLCtex_copy1,392.95163535985836,
FE3DCITtonex,9.041926602326875e-09,
PHEtex,-0.03622908656410025,
PItex,-4.925737757243965e-07,
ACGAMK,3.2416733026983534e-08,
METS,0.08124845027689223,0.11000000000000001
EX_cu2_e,-1.7683090177716908e-08,
CYSabc2pp,3.339636015871767e-10,
PRASCSi,-3.2085562457156804e-09,
TRSARr,-333.2458743195766,
LYXI,8.623831644189208e-09,
EX_pheme_e,-9.405327751397293e-10,
PNTOtex,-7.84437955539795e-09,
PPPNtex,6.269229662102393e-09,
PPTtex,4.866012426894249e-09,
PTRCtex,8.895802515597816e-09,
PYRtex,-5.1715873674335344e-08,
DSERtex,3.0793260234101245e-09,
SERtex,-3.0576714806469684e-09,
SO4tex,0.0812482663404912,
SPMDtex,5.96052182081166e-09,
SUCCtex,-1.0239821004720522e-06,
SUCRtex,-1.902281917651849e-11,
TARTRtex,3.277169618593575e-09,
TAURtex,9.70838095917126e-09,
THRtex,9.716035878516108e-09,
THMDtex,1.1290079608454692e-10,
CBIuabcpp,-1.6580526408686097e-11,
METDtex,-1.800604455730538e-11,
METtex,-0.08124842596852551,
MNLtex,2.9013236210368937e-09,
NAtex,8.205324528151854e-14,
NACtex,-8.55898724194788e-10,
NH4tex,0.7320270658450819,
URIH,1.0137889315703346e-08,
XTSNH,1.0137889315703412e-08,
INSH,1.013788931570336e-08,
BUTtex,-1.163176083545583e-08,
CHLtex,6.532691286374737e-09,
CO2tex,-8.333932818765973,
CRNtex,-2.4110592017713797e-10,
PPK2,3.4278440830880193e-08,
DINStex,8.146150759580591e-09,
DMStex,-3.5667448680773415e-09,
CSNtex,8.973745687348853e-09,
CYNTtex,3.6705853249266237e-09,
CYStex,9.70378979590757e-09,
CYTDtex,9.456945927839277e-09,
DCAtex,-1.7920230238740994e-09,
DCYTtex,9.097364932241327e-09,
DGSNtex,8.130771910606651e-09,
MTHFR2,0.08124845028168368,0.11000000000000001
ASPO3,1.6167270781022932e-10,
ASPO5,-4.578345631426209e-09,
ASPO4,-1.1324641805608355e-09,
ASPO6,-2.9226360212799832e-09,
LCTStex,6.745007281914305e-09,
LEUtex,-0.09424375256541527,
LYStex,-0.10259225103430859,
LYXtex,8.59348059576754e-09,
MANtex,-5.566082599239808e-10,
MAN6Ptex,4.2657492145874155e-09,
MELIBtex,6.486631327940239e-09,
DMSOtex,3.5100558036176906e-09,
DURItex,8.987068821744893e-09,
EX_mal__D_e,-4.3275263676232065e-09,
FRUtex,2.235562307762841e-09,
FUCtex,5.935220645749753e-09,
FUMtex,-8.951285556737162e-09,
ACACT5r,-7.791751619559734e-08,
MALDDH,4.37349046316218e-09,
FE2tex,-1.520093380961268e-07,
NMNtex,9.128491496077793e-09,
NO2tex,3.3951576148014443e-09,
DHPS2,2.4675247005059723e-11,
MTHFC,0.07539711584650878,0.11000000000000001
MTHFD,0.07539711585350342,0.06
BUTt2rpp,-1.1620825008159995e-08,
CADVtpp,4.6094987987922256e-08,
QULNS,-8.471094977346432e-09,
ALKP,1.8827181431961556e-08,
GDPtex,-3.3657666703975566e-09,
EX_cobalt2_e,4.82055446569773e-13,
TMAtex,-3.548994315826597e-09,
TMAOtex,3.5180134775158663e-09,
TREtex,6.546906460530802e-09,
L_LACD3,1.543662066284298e-08,
L_LACD2,3.0081986790977445e-08,
ACACT6r,-6.651016394219286e-08,
TRPtex,-2.3099994062804663e-09,
TSULtex,6.979815507905807e-09,
TYRtex,-0.017741469378443394,
URAtex,8.79108594300006e-09,
UREAtex,-3.057584507347903e-08,
URItex,9.423803629007905e-09,
VALtex,9.66462759907252e-09,
XANtex,6.7395276918739335e-09,
XYLtex,-4.6956649609644505e-09,
ABUTtex,7.7056615069608e-09,
FORtppi,5.287830753335552,
DATPHs,-8.467952052513511e-09,
GLCTR1,3.302610255837343e-10,
LIPAabcpp,-2.2241490521151973e-09,
LIPACabcpp,7.42883445220673e-11,
GGGABADr,-2.265756595759511e-09,
EX_mso3_e,-9.69791304654149e-09,
EX_23camp_e,-9.615841188653369e-09,
EX_23cgmp_e,-9.272066005937934e-09,
EX_23cump_e,-9.446292816570421e-09,
EX_3amp_e,-9.608190436431281e-09,
EX_3gmp_e,-9.24357749985045e-09,
EX_3ump_e,-9.43010829767042e-09,
EX_glyc__R_e,-2.3936631621892503e-09,
EX_eca4colipa_e,1.2684298281206008e-09,
GLYOX3,1.1623454204442925,
FDMO3,9.749072919806815e-09,
FDMO4,9.786325753505015e-09,
BUTSO3abcpp,9.757390991684788e-09,
ETHSO3abcpp,9.7284220406873e-09,
EX_sel_e,-2.7696720308758484e-09,
EX_hg2_e,4.219214622197332e-11,
O16GLCT1,3.648208947426563e-11,
O16AP2pp,1.5199328435838605e-12,
O16AP3pp,9.821304784671699e-12,
O16A4Lpp,2.793212629886731e-11,
MALTATr,-1.2824538062485472e-12,
DHBSH,-5.133644297858715e-09,
ENTERES,-1.7112067669706934e-09,
FEOXAMUtex,3.969443760243544e-08,
ARBTNtpp,3.968030217674011e-08,
ARBTNtex,3.9694437602435476e-08,
23CAMPtex,9.644920248195945e-09,
23CCMPtex,9.501867736013277e-09,
23CUMPtex,9.471704311523043e-09,
23CGMPtex,9.298216221872422e-09,
3AMPtex,9.629906111785157e-09,
3CMPtex,9.480135562505628e-09,
LADGMDH,3.2593959594616405e-08,
ALAGLUE,4.233135400574061e-08,
FEENTERtpp,0.009663629369075812,
FEENTERtex,0.009663629369066706,
FE3HOXUtpp,3.96944376024355e-08,
FEOXAMUtpp,3.9680302176740074e-08,
FECRMUtpp,3.9680302176740114e-08,
FE3HOXR2,-2.663359004248397e-10,
PTRCt2pp,7.355968675421337e-08,
GGGABAH,-2.265341719896516e-09,
FRULYSK,1.0145267727803463e-08,
FDMO6,9.758916152585119e-09,
SULFACabcpp,9.73772960854704e-09,
ETHSO3tex,9.707440631555604e-09,
BUTSO3tex,9.727970487683094e-09,
LIPOtex,4.327141935681164e-09,
CYANSTpp,-2.6778844437320274e-09,
MCPST,-9.655077582219772e-09,
PHEMEabcpp,-9.350005707821884e-10,
METSOX1abcpp,-4.228866128164955e-09,
GALBDtex,4.911698580633298e-09,
LIPAHT2ex,-1.3634332211500118e-09,
LIPAHTex,-1.2015339574889174e-09,
ECAP1pp,1.2481276158136034e-09,
UDCPDPpp,4.9193612409558e-09,
ECAP2pp,1.2445361568774699e-09,
ECA4OALpp,1.26547579793721e-09,
FE3Ri,2.101475926946954e-07,
FE3HOXR3,2.820076185653343e-09,
FEENTERR1,1.0019791584013493e-08,
FEENTERR3,9.536739188787602e-10,
SULFACtex,9.716211980701126e-09,
EX_sulfac_e,-9.694694352855214e-09,
EX_butso3_e,-9.6985499836814e-09,
EX_ethso3_e,-9.68645922242391e-09,
NODOy,1.0345058620295651e-09,
GALM2pp,4.930995718382328e-09,
CU1abcpp,-2.9731299395608835e-09,
HG2abcpp,-2.2741673177635827e-09,
GLCTR3,2.2749892343742125e-10,
HEPT4,1.9284195303083332e-10,
LA4NTpp,1.3347142246956816e-10,
NODOx,5.6525865098866735e-09,
NOtex,3.6394990139461685e-09,
NOtpp,3.653369113454257e-09,
NHFRBO,-4.920403524048803e-09,
N2Otpp,4.82570046683224e-09,
N2Otex,4.797928168229413e-09,
CRNt8pp,333.3312720512158,
CRNt2rpp,-333.3312720623972,
CRNDt2rpp,333.3312720402057,
CTBTt2rpp,-1.0796896214543179e-08,
42A12BOOXpp,6.7037382334935754e-09,
TYROXDApp,6.7037382334935754e-09,
PACALDt2rpp,6.247625594672258e-09,
PEAMNtex,7.005323844586249e-09,
PACALDtex,-7.972990479379454e-10,
LIPOt2pp,4.3454920709592826e-09,
NTRIR4pp,2.55387412908411e-08,
NTRIR3pp,4.0379632200676574e-09,
INOSTt4pp,6.690888149287896e-09,
PHEMEtiex,-9.386832500258115e-10,
AGM3PA,5.226215821917701e-09,
CYANtex,-2.6949446857181734e-09,
SO3tex,2.6642459189559866e-09,
TCYNTtex,2.6642459189559866e-09,
ACANTHAT,1.0165409627347443e-11,
METSOX2abcpp,-4.228866128164955e-09,
METSOX1tex,-4.240514108813697e-09,
METSOX2tex,-4.240514108813697e-09,
3UMPtex,9.448281842679441e-09,
3GMPtex,9.262860797442323e-09,
FALDtpp,3.926049502674266e-09,
EX_tym_e,-6.6642691904415086e-09,
METSOXR1,3.751047003947766e-09,
METSOXR2,3.751047003947766e-09,
DAPAL,5.962779453736694e-09,
AMPTASECG,4.3257054605377973e-08,
EX_imp_e,-9.256406863021085e-09,
DOPAtex,6.6840037119675424e-09,
4HOXPACDtex,-6.7155011586171815e-09,
LACZpp,4.646625315677036e-09,
GPDDA1pp,5.116465995212525e-09,
GPDDA5pp,6.69477486164422e-09,
ETHAtex,1.6991517442796726e-09,
G3PStex,7.2199417911422646e-09,
FEENTERR2,-1.3814150581333895e-09,
FLVR,3.6237665869592755e-09,
FE3HOXR1,1.7279292498119204e-08,
FEENTERexs,0.006442417888309129,
FE3HOXexs,4.0652190817588176e-08,
FECRMR3,2.82007618565336e-09,
FDMO2,9.774732173821618e-09,
LALGP,5.2068747564190266e-08,
AGM4PApp,1.3677767819691596e-09,
AGM4PA,1.4571565204201078e-09,
RNDR3b,3.275578012203172e-09,
RNDR4b,-7.097404103160661e-10,
ACGAL1Ptex,1.590365110449443e-10,
ACGALtex,-9.710046950842705e-09,
GLCUR1Ptex,5.447309765773941e-10,
UDPGLCURtex,9.495011093183165e-09,
UDPGALPpp,9.539819153884878e-09,
UACGAMPpp,9.532962399583795e-09,
UACGALPpp,9.523019267061319e-09,
UGLCURPpp,9.518573448209663e-09,
FEROpp,1.7770371246752224e-08,
ISETACabcpp,9.764565783547173e-09,
ISETACtex,9.736903071934442e-09,
GUR1PPpp,1.0074456821973292e-08,
UDPGtex,9.510028944773177e-09,
ACGAL1PPpp,9.696106672971126e-09,
UDPGALtex,9.514449164203791e-09,
ACGAM1Ptex,7.621073477430285e-10,
UACGAMtex,9.502535857519849e-09,
UDPACGALtex,9.496649518846097e-09,
AM4PCP,2.7868303892924635e-09,
AM3PA,1.0907854253267416e-08,
UM4PCP,6.549981023679176e-09,
CBLAT,-8.956243778884737e-09,
MSO3abcpp,9.749530545080963e-09,
MSO3tex,9.723721795811226e-09,
FECRMR1,1.727929249811917e-08,
FECRMR2,-2.663359004248324e-10,
TDP,2.2554000517568012e-08,
3PEPTabcpp,1.5314070632602837e-08,
4PEPTabcpp,7.422965386104147e-09,
AGM3Pt2pp,1.0815093739360808e-08,
AGM4Pt2pp,1.1495659708946787e-08,
AGMt2pp,1.005917032782119e-08,
FECRMexs,4.0652190817588156e-08,
ARBTNR1,1.7279292498119168e-08,
ARBTNR2,-2.6633590042482706e-10,
ARBTNR3,2.820076185653354e-09,
ARBTNexs,4.0652190817588156e-08,
FEOXAMexs,4.0652190817588117e-08,
FEOXAMR1,1.727929249811912e-08,
FEOXAMR2,-2.6633590042482106e-10,
FEOXAMR3,2.8200761856533783e-09,
PTHRpp,9.750629001801745e-09,
ARABDI,-1.5399087631339214e-11,
AGt3,2.601950467743554e-11,
CD2t3pp,1.356188860481231e-07,
ZNabcpp,4.698904829558474e-09,
SKMt2pp,-6.781040938105159e-10,
FE2t2pp,3.182348718649415e-08,
R5PPpp,8.905663390537662e-09,
PSP_Lpp,3.407836988254461e-09,
TYRPpp,1.1438851915799102e-11,
GLYC2Ptex,5.431737993975943e-09,
PSERtex,3.39629470447663e-09,
R5Ptex,8.884930844243915e-09,
THRPtex,9.734145655172723e-09,
TYRPtex,2.8246756662465643e-15,
PAPSR2,4.9629762584676165e-09,
GRXR,-1.2025943255455984e-09,
RNDR1b,-4.346344734260633e-09,
RNDR2b,-4.3846712970188604e-09,
FACOAE181,1.3052424219217437e-08,
FACOAE160,1.894925842314507e-08,
FACOAE140,1.8032919933215834e-08,
CPGNR1,1.727929249811915e-08,
CPGNR2,-2.6633590042482757e-10,
CPGNR3,2.820076185653367e-09,
CPGNUtpp,3.96803021767401e-08,
CPGNUtex,3.969443760243547e-08,
AAMYL,6.232026949922476e-09,
AAMYLpp,2.882083320593661e-09,
FACOAL80t2pp,-3.0123397737448158e-09,
PPGPPDP,8.195193829745622e-09,
CPGNabcpp,3.9652060106205884e-08,
CPGNexs,4.065219081758814e-08,
CITtex,-3.756172651554074e-07,
ACGAtex,-6.965936113790493e-09,
DDCAtexi,1.0464037074418774e-09,
TTDCAtexi,2.4073585007110442e-09,
HDCAtexi,5.471317417595854e-09,
GUACYC,6.275437606906199e-09,
23PDE2pp,9.497115806475666e-09,
23PDE4pp,9.528493592687553e-09,
23PDE9pp,9.32436643780691e-09,
ATPHs,-8.515561955716066e-09,
SARCOX,2.0891339525989995e-11,
GTPHs,2.831812647563042e-09,
MN6PP,1.3281907464409442e-08,
3KGK,8.089309883270068e-11,
EX_cd2_e,4.183627699257551e-11,
F6PP,3.07099051241235,
GDPMNH,3.0845014451282565e-08,
FACOAL60t2pp,-8.882360516941083e-10,
IDONt2rpp,-3.451154381842874e-09,
ILEabcpp,3.369772732030472e-09,
INDOLEt2pp,500.02199980583356,
INSt2pp,7.519935517984625e-08,
LYXt2pp,8.608966439012675e-09,
GDPDPK,4.72878827928778e-09,
OCDCAtexi,3.969755586719359e-09,
OCDCEAtexi,4.587277776306893e-09,
G6Ptex,5.650117996017187e-09,
TUNGSabcpp,-2.649785883203364e-10,
MOBDabcpp,-2.6861517140051267e-10,
MOBDtex,-2.6861517140051184e-10,
NI2uabcpp,4.698906482240312e-09,
NI2tex,-6.237049749332906e-12,
R1PK,370.51343081696723,
R15BPK,370.5134308231485,
Kabcpp,6.051089434762227e-09,
LEUabcpp,3.369771062194464e-09,
L_LACt2rpp,-3.264223820630797e-09,
MALt2_2pp,2.7400771700320526e-08,
MALt2_3pp,1.493384780050816e-08,
MALTabcpp,7.340890111612752e-09,
MALTHXabcpp,1.1894520340599092e-08,
MALTPTabcpp,8.785878698334139e-09,
MALTTRabcpp,8.038682474294997e-09,
MALTTTRabcpp,8.449465082765951e-09,
MAN6Pt6_2pp,4.276490856309124e-09,
MANGLYCptspp,6.147524846351089e-09,
MELIBt2pp,6.819356829298531e-08,
METabcpp,3.3697713655614147e-09,
EX_fe3hox_un_e,-9.437814009623716e-10,
GGPTRCS,-2.2675980712306266e-09,
EX_23dappa_e,-5.916365319943053e-09,
RMNtpp,6.725217680907086e-09,
SERt4pp,1.0471901218522705e-07,
SUCCt2_3pp,1.4933847800508165e-08,
MNLptspp,2.9128062497876735e-09,
NAt3_1p5pp,6.480154340337313e-08,
NAt3_2pp,6.480154340066252e-08,
NH4tpp,0.8927146203155697,5.01
NMNPtpp,1.1482734082052881e-08,
NO2t2rpp,-2.0165839647843765e-08,
NO3t7pp,9.870188655072263e-09,
ORNabcpp,6.659535235242249e-09,
PIuabcpp,8.806278998346632e-09,
PNTOt4pp,-7.83250581288442e-09,
FRULYSDG,1.0146318558532019e-08,
METDabcpp,-6.97714622191465e-12,
PROabcpp,1.0808107506606802e-08,
PROt2rpp,-352.72484132479315,
PROt4pp,352.72484132194865,
PTRCabcpp,6.659535235242251e-09,
ASNNpp,0.16068750301291704,
GLUNpp,1.4442116028266348e-09,
NTD12,-8.443616459001213e-09,
FECRMtonex,3.9638096994221e-08,
ARBTNtonex,3.9638096994220994e-08,
ADOCBLabcpp,8.927103117792636e-09,
EX_enter_e,0.003221211480757576,
EX_fecrm_un_e,-9.437814009623749e-10,
EX_cgly_e,-9.723430713577499e-09,
EX_chtbs_e,-6.800206139074815e-13,
EX_gmp_e,-9.253115040253137e-09,
EX_h2o2_e,1.9793284156004277e-08,
EX_ump_e,-9.423663258128787e-09,
EX_pydam_e,-9.259868107227164e-09,
CRNabcpp,1.0808107506630908e-08,
CRNDabcpp,1.0808107507280443e-08,
DNTPPA,2.4337843669310626e-12,
CTBTabcpp,1.0808107506955688e-08,
NTPP9,-8.488646332134018e-09,
NTPP10,-8.453711626891613e-09,
NTPP11,2.8380830469331265e-09,
NTD10pp,9.233049380439412e-09,
NTD1pp,9.070513989451971e-09,
NTD2pp,5.7097989585969094e-08,
NTD3pp,9.171247919284084e-09,
NTD4pp,9.502253142027769e-09,
NTD5pp,4.197691831049539e-09,
NTD6pp,9.505565573921629e-09,
NTD7pp,9.651910347457377e-09,
NTD9pp,9.290111427390527e-09,
PEAMNOpp,7.029053863632016e-09,
GAL1PPpp,1.3716681949960087e-08,
H2O2tex,-1.9785820077160428e-08,
ARGDCpp,1.83545110316656e-08,
ALLPI,3.027987893659052e-09,
ALLK,3.0269697782908825e-09,
ALLULPE,3.0290060090272206e-09,
ADEtex,9.388829908662842e-09,
ADNtex,9.611290739009767e-09,
AGMtex,8.952780129872786e-09,
ALAtex,9.652031962456007e-09,
BALAtex,8.318526983411106e-09,
DALAtex,9.653052935729409e-09,
AMPtex,9.631330425823083e-09,
ARBtex,8.307819775283821e-09,
ARGtex,8.9900766881288e-09,
ASCBtex,8.402006248059473e-09,
FACOAL100t2pp,-1.7784510625673353e-09,
RIBabcpp,1.7724570636385184e-08,
GPDDA3pp,4.1152489007701605e-09,
GPDDA4pp,7.388731397482215e-09,
GPDDA2pp,2.3498424271646347e-08,
FACOAL120t2pp,2.6606189564937463e-08,
FACOAL140t2pp,2.6167519238529056e-08,
FE3HOXtonex,3.963809699422102e-08,
CU2abcpp,2.2606764386204146e-08,
COBALT2abcpp,8.206403576536306e-09,
NI2abcpp,8.241009921243961e-09,
MG2uabcpp,1.3424575341018814e-09,
HCYSMT2,-9.580926279098979e-09,
MMETtex,-9.602301607845313e-09,
FE3tex,-6.801799471934633e-08,
MG2tex,-1.6768437959827907e-10,
Zn2tex,-6.583788402974872e-12,
MMETt2pp,-9.584345350025173e-09,
CD2tex,-2.7893037042264944e-11,
GLNabcpp,7.061942399755126e-09,
GLUabcpp,1.0808107506247354e-08,
GLUABUTt7pp,276.48298407907384,
GLUt2rpp,-560.7665135516173,
GLUt4pp,284.28352950417735,
GLYALDtpp,-7.903005788461246e-09,
EX_etha_e,-1.6987366571118998e-09,
ACGK,0.16458489634178314,
LCTSt3ipp,6.37590312917442e-08,
ARBt3ipp,2.7400771700320516e-08,
14GLUCANabcpp,6.208991343721343e-09,
14GLUCANtexi,9.067949645460542e-09,
DHPTPE,-1.681114946004315e-11,
NADPHQR2,4.960308686176517e-09,
NADPHQR3,2.3141503112423825e-09,
NADPHQR4,-6.888786849151223e-10,
GLBRAN2,500.0000049726739,
ASR,2.7417653974881107e-11,
ASO3tex,-5.649977906479504e-11,
MANGLYCtex,6.131954942333326e-09,
EX_frulys_e,-5.025577884085972e-09,
METOX1s,7.979139289181241e-09,
METOX2s,7.979139289181241e-09,
FRUURt2rpp,-7.89179989521677e-09,
FRUURtex,-7.902740729807177e-09,
ECAtpp,5.0041812747588735e-09,
O16AT,1.862442855875012e-11,
O16GALFT,4.453761279124838e-11,
O16GLCT2,4.020181585308656e-11,
O16AUNDtpp,3.077000252736939e-11,
O16AP1pp,3.4880578721978255e-12,
GLYCAt2rpp,2.393842175960414e-09,
GLYCAtex,2.393752669066596e-09,
EX_enlipa_e,-1.0533569398788584e-09,
EX_hacolipa_e,-1.3685136838291627e-09,
AGM4PCP,2.505349061891133e-09,
4PCP,7.13675605867505e-09,
4PCPpp,3.837601757773303e-09,
FALDH2,1.3770135800161891e-08,
GLYBabcpp,5.812569849064835e-09,
GLYC3Pt6pp,4.2765073922741374e-08,
GLYCLTt4pp,352.7262584963712,
GLYCtpp,-1.017488758234191e-07,
H2Otpp,-25.44613467754589,
HCINNMt2rpp,5.347712732696325e-09,
HISabcpp,1.0808107506955644e-08,
HISt2rpp,-0.058094043310269065,
CBIAT,-5.73466303336283e-12,
LYSabcpp,3.369770907850016e-09,
COBALT2tex,-4.82055446569773e-13,
PPDOy,6.466464477773058e-10,
FALGTHLs,1.3754457887322338e-08,
NTD12pp,8.350684496233465e-09,
PPA2,1.5744963810197127e-08,
DIMPtex,8.326261116085875e-09,
3NTD7pp,1.9325621094877555e-08,
3NTD4pp,1.9028013088449213e-08,
3NTD2pp,1.8963571194164128e-08,
3NTD9pp,1.8606510532841105e-08,
23PDE7pp,9.673999307738522e-09,
GALTptspp,4.345444659721931e-09,
GALURt2rpp,-3.371264650178684e-09,
GLCNt2rpp,7.30385302170157,
GLCptspp,2.6961469961396594,10.0
GLCRt2rpp,5.089130349659497e-09,
GLCt2pp,8.770416181842373e-08,
GLCURt2rpp,2.1826569267565278e-09,
ACMUMptspp,5.7832455207937614e-09,
EX_h2o_e,17.981593182090332,
EX_ala__D_e,-9.651132140037999e-09,
