Reaction,Substrate partner,Direction,SMILES,BiGG Name,DB Name,Cleaned Substrate
GARFT,gar_c,forward,[NH3+]CC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,N1-(5-Phospho-D-ribosyl)glycinamide,GAR,gar
GARFT,fgam_c,reverse,O=CNCC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,N-Formyl-GAR,fgam
GARFT,h_c,reverse,[H+],H+,H(+),h
GARFT,thf_c,reverse,C1CCOC1,"5,6,7,8-Tetrahydrofolate",,thf
GPDDA1,g3pc_c,forward,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO,Sn-Glycero-3-phosphocholine,sn-glycerol 3-phosphocholine,g3pc
GPDDA1,h2o_c,forward,O,H2O H2O,,h2o
GPDDA2,g3pe_c,forward,[NH3+]CCOP(=O)([O-])OC[C@H](O)CO,Sn-Glycero-3-phosphoethanolamine,Glycerophosphoethanolamine,g3pe
GPDDA2,h2o_c,forward,O,H2O H2O,,h2o
PHETA1,akg_c,forward,O=C([O-])CCC(=O)C(=O)[O-],2-Oxoglutarate,2-oxoglutarate,akg
PHETA1,phe__L_c,forward,[NH3+]C(Cc1ccccc1)C(=O)[O-],L-Phenylalanine,Phenylalanine,phe  L
PHETA1,glu__L_c,reverse,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
PHETA1,phpyr_c,reverse,O=C([O-])C(=O)Cc1ccccc1,Phenylpyruvate,Phenylpyruvate,phpyr
PPND,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
PPND,pphn_c,forward,O=C([O-])C(=O)C[C@]1(C(=O)[O-])C=C[C@@H](O)C=C1,Prephenate,Prephenate,pphn
TRPS1,3ig3p_c,forward,,C'-(3-Indolyl)-glycerol 3-phosphate,,3ig3p
TRPS1,ser__L_c,forward,[NH3+]C(CO)C(=O)[O-],L-Serine,DL-Serine,ser  L
PRAMPC,h2o_c,forward,O,H2O H2O,,h2o
PRAMPC,prbamp_c,forward,N=c1c2ncn(C3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2ncn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,1-(5-Phosphoribosyl)-AMP,Phosphoribosyl-AMP,prbamp
MCITL2,micit_c,forward,C[C@](O)(C(=O)[O-])[C@H](CC(=O)[O-])C(=O)[O-],Methylisocitrate,Methylisocitrate,micit
MCITL2,pyr_c,reverse,CC(=O)C(=O)[O-],Pyruvate,pyruvate,pyr
MCITL2,succ_c,reverse,O=C([O-])CCC(=O)[O-],Succinate,succinate,succ
DXYLK,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
DXYLK,dxyl_c,forward,CC(=O)[C@@H](O)[C@H](O)CO,1-deoxy-D-xylulose,1-Deoxy-D-xylulose,dxyl
MDH3,mal__L_c,forward,O=C([O-])C[C@H](O)C(=O)[O-],L-Malate,L-Malate,mal  L
MDH3,mqn8_c,forward,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,Menaquinone 8,menaquinone-8,mqn8
SOTA,akg_c,forward,O=C([O-])CCC(=O)C(=O)[O-],2-Oxoglutarate,2-oxoglutarate,akg
SOTA,sucorn_c,forward,[NH3+]CCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-],N2-Succinyl-L-ornithine,N(2)-succinyl-L-ornithine,sucorn
SGSAD,h2o_c,forward,O,H2O H2O,,h2o
SGSAD,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
SGSAD,sucgsa_c,forward,O=CCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-],N2-Succinyl-L-glutamate 5-semialdehyde,N-succinyl-L-glutamate 5-semialdehyde,sucgsa
PTA2,pi_c,forward,O=P([O-])([O-])O,Phosphate,phosphate,pi
PTA2,ppcoa_c,forward,,Propanoyl-CoA,,ppcoa
MDH2,mal__L_c,forward,O=C([O-])C[C@H](O)C(=O)[O-],L-Malate,L-Malate,mal  L
MDH2,q8_c,forward,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,Ubiquinone-8,ubiquinone-8,q8
ACOTA,acorn_c,forward,CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-],N2-Acetyl-L-ornithine,N(2)-acetyl-L-ornithine,acorn
ACOTA,akg_c,forward,O=C([O-])CCC(=O)C(=O)[O-],2-Oxoglutarate,2-oxoglutarate,akg
ACOTA,acg5sa_c,reverse,CC(=O)N[C@@H](CCC=O)C(=O)[O-],N-Acetyl-L-glutamate 5-semialdehyde,N-acetyl-L-glutamate 5-semialdehyde,acg5sa
ACOTA,glu__L_c,reverse,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
GPDDA5,g3pi_c,forward,O=P([O-])(OC[C@H](O)CO)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,Sn-Glycero-3-phospho-1-inositol,sn-glycero-3-phospho-1D-myo-inositol,g3pi
GPDDA5,h2o_c,forward,O,H2O H2O,,h2o
PDX5PS,dxyl5p_c,forward,CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-],1-deoxy-D-xylulose 5-phosphate,1-deoxy-D-xylulose 5-phosphate,dxyl5p
PDX5PS,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
PDX5PS,phthr_c,forward,[NH3+][C@H](C(=O)[O-])[C@H](O)COP(=O)([O-])[O-],O-Phospho-4-hydroxy-L-threonine,4-(phosphooxy)-L-threonine,phthr
PPBNGS,5aop_c,forward,[NH3+]CC(=O)CCC(=O)[O-],5-Amino-4-oxopentanoate,5-aminolevulinate,5aop
PPNCL2,4ppan_c,forward,CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)[O-],D-4'-Phosphopantothenate,4-phosphopantothenate,4ppan
PPNCL2,ctp_c,forward,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)n1,CTP C9H12N3O14P3,CTP,ctp
PPNCL2,cys__L_c,forward,[NH3+]C(CS)C(=O)[O-],L-Cysteine,Cysteine,cys  L
PRAGSr,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
PRAGSr,gly_c,forward,[NH3+]CC(=O)[O-],Glycine,glycine,gly
PRAGSr,pram_c,forward,[NH3+][C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,5-Phospho-beta-D-ribosylamine,5-Phosphoribosylamine,pram
PRAGSr,adp_c,reverse,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,ADP C10H12N5O10P2,ADP,adp
PRAGSr,gar_c,reverse,[NH3+]CC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,N1-(5-Phospho-D-ribosyl)glycinamide,GAR,gar
PRAGSr,h_c,reverse,[H+],H+,H(+),h
PRAGSr,pi_c,reverse,O=P([O-])([O-])O,Phosphate,phosphate,pi
PRFGS,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
PRFGS,fgam_c,forward,O=CNCC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,N-Formyl-GAR,fgam
PRFGS,gln__L_c,forward,NC(=O)CC[C@H]([NH3+])C(=O)[O-],L-Glutamine,L-glutamine,gln  L
PRFGS,h2o_c,forward,O,H2O H2O,,h2o
EX_acac_e,acac_e,forward,CC(=O)CC(=O)[O-],Acetoacetate,Acetoacetate,acac
ETHAAL,etha_c,forward,[NH3+]CCO,Ethanolamine,ethanolamine,etha
MAN1PT2,gdp_c,forward,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,GDP C10H12N5O11P2,GDP,gdp
MAN1PT2,h_c,forward,[H+],H+,H(+),h
MAN1PT2,man1p_c,forward,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,D-Mannose 1-phosphate,D-Mannose1-phosphate,man1p
AP4AH,ap4a_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,"P1,P4-Bis(5'-adenosyl) tetraphosphate",AppppA,ap4a
AP4AH,h2o_c,forward,O,H2O H2O,,h2o
AP5AH,ap5a_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,"P1,P5-Bis(5'-adenosyl) pentaphosphate","P(1),P(5)-bis(5'-adenosyl) pentaphosphate",ap5a
AP5AH,h2o_c,forward,O,H2O H2O,,h2o
ADNCYC,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
MI1PP,h2o_c,forward,O,H2O H2O,,h2o
MI1PP,mi1p__D_c,forward,O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,1D-myo-Inositol 1-phosphate,Inositol 1-phosphate,mi1p  D
MCITS,h2o_c,forward,O,H2O H2O,,h2o
MCITS,oaa_c,forward,O=C([O-])CC(=O)C(=O)[O-],Oxaloacetate,oxaloacetate,oaa
MCITS,ppcoa_c,forward,,Propanoyl-CoA,,ppcoa
PPAKr,adp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,ADP C10H12N5O10P2,ADP,adp
PPAKr,ppap_c,forward,CCC(=O)OP(=O)([O-])[O-],Propanoyl phosphate,propanoyl phosphate,ppap
PPAKr,atp_c,reverse,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
PPAKr,ppa_c,reverse,,Propionate (n-C3:0),,ppa
NTP3,gtp_c,forward,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,GTP C10H12N5O14P3,GTP,gtp
NTP3,h2o_c,forward,O,H2O H2O,,h2o
PPM2,2dr1p_c,forward,O=P([O-])([O-])OC1C[C@H](O)[C@@H](CO)O1,2-Deoxy-D-ribose 1-phosphate,DEOXY-RIBOSE-1P,2dr1p
PPM2,2dr5p_c,reverse,O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O,2-Deoxy-D-ribose 5-phosphate,DEOXY-RIBOSE-5P,2dr5p
MOAT2,ckdo_c,forward,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1,CMP-3-deoxy-D-manno-octulosonate,CMP-KDO,ckdo
MOAT2,kdolipid4_c,forward,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,KDO-lipid IV(A),KDO-lipid IV(A),kdolipid4
EX_adn_e,adn_e,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine,Adenosine,adn
EX_ins_e,ins_e,forward,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Inosine,Inosine,ins
G6PDH2r,g6p_c,forward,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,D-Glucose 6-phosphate,D-glucose-6-phosphate,g6p
G6PDH2r,nadp_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide phosphate,NADP(+),nadp
G6PDH2r,6pgl_c,reverse,O=C1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1O,"6-phospho-D-glucono-1,5-lactone",6-phospho-D-glucono-1-5-lactone,6pgl
G6PDH2r,h_c,reverse,[H+],H+,H(+),h
G6PDH2r,nadph_c,reverse,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
NADH5,h_c,forward,[H+],H+,H(+),h
NADH5,nadh_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
NADH5,q8_c,forward,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,Ubiquinone-8,ubiquinone-8,q8
MOHMT,3mob_c,forward,CC(C)C(=O)C(=O)[O-],3-Methyl-2-oxobutanoate,3-Methyl-2-oxobutanoate,3mob
MOHMT,h2o_c,forward,O,H2O H2O,,h2o
MOHMT,mlthf_c,forward,,"5,10-Methylenetetrahydrofolate",,mlthf
EX_glyc3p_e,glyc3p_e,forward,O=P([O-])([O-])OC[C@H](O)CO,Glycerol 3-phosphate,sn-glycerol 3-phosphate,glyc3p
EX_lcts_e,lcts_e,forward,,Lactose C12H22O11,,lcts
EX_nac_e,nac_e,forward,O=C([O-])c1cccnc1,Nicotinate,nicotinate,nac
EX_ocdca_e,ocdca_e,forward,CCCCCCCCCCCCCCCCCC(=O)[O-],Octadecanoate (n-C18:0),octadecanoate,ocdca
GMPS,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
GMPS,nh4_c,forward,[NH4+],Ammonium,NH4+,nh4
GMPS,xmp_c,forward,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1,Xanthosine 5'-phosphate,XMP,xmp
FTHFLi,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
FTHFLi,for_c,forward,O=C[O-],Formate,formate,for
FTHFLi,thf_c,forward,C1CCOC1,"5,6,7,8-Tetrahydrofolate",,thf
UDPGD,h2o_c,forward,O,H2O H2O,,h2o
UDPGD,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
UDPGD,udpg_c,forward,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,UDPglucose,UDP-GLUCOSE,udpg
GLCRD,glcr_c,forward,,D-Glucarate,,glcr
PPPNDO,h_c,forward,[H+],H+,H(+),h
PPPNDO,nadh_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
PPPNDO,o2_c,forward,O=O,O2 O2,O2,o2
PPPNDO,pppn_c,forward,O=C([O-])CCc1ccccc1,Phenylpropanoate,3-phenylpropanoate,pppn
CHRPL,chor_c,forward,C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-],Chorismate,chorismate,chor
TDPAGTA,dtdp4d6dg_c,forward,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)C(=O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,DTDP-4-dehydro-6-deoxy-D-glucose,dTDP-4-oxo-6-deoxy-D-glucose,dtdp4d6dg
TDPAGTA,glu__L_c,forward,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
UACMAMO,h2o_c,forward,O,H2O H2O,,h2o
UACMAMO,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
UACMAMO,uacmam_c,forward,CC(=O)N[C@@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,UDP-N-acetyl-D-mannosamine,UDP-N-acetyl-D-mannosamine,uacmam
FBA3,s17bp_c,forward,O=C(COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],"Sedoheptulose 1,7-bisphosphate","Sedoheptulose 1,7-bisphosphate",s17bp
FBA3,dhap_c,reverse,O=C(CO)COP(=O)([O-])[O-],Dihydroxyacetone phosphate,dihydroxyacetone phosphate,dhap
FBA3,e4p_c,reverse,O=C[C@H](O)[C@H](O)COP(=O)([O-])[O-],D-Erythrose 4-phosphate,D-erythrose 4-phosphate,e4p
PMPK,4ampm_c,forward,Cc1nc(N)c(COP(=O)([O-])[O-])c[nH+]1,4-Amino-2-methyl-5-phosphomethylpyrimidine,4-Amino-5-phosphomethyl-2-methylpyrimidine,4ampm
PMPK,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
LCADi,h2o_c,forward,O,H2O H2O,,h2o
LCADi,lald__L_c,forward,CC(O)C=O,L-Lactaldehyde,Lactaldehydes,lald  L
LCADi,nad_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide,NAD(+),nad
ADK3,amp_c,forward,Nc1ncnc2n(cnc12)C3OC(CO[P](O)(O)=O)C(O)C3O,AMP C10H12N5O7P,,amp
ADK3,gtp_c,forward,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,GTP C10H12N5O14P3,GTP,gtp
ADK3,adp_c,reverse,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,ADP C10H12N5O10P2,ADP,adp
ADK3,gdp_c,reverse,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,GDP C10H12N5O11P2,GDP,gdp
GLUDC,glu__L_c,forward,[NH3+]C(CCC(=O)[O-])C(=O)[O-],L-Glutamate,Glutamates,glu  L
GLUDC,h_c,forward,[H+],H+,H(+),h
BSORy,btnso_c,forward,O=C([O-])CCCC[C@H]1[C@H]2NC(=O)N[C@H]2CS1=O,D-biotin d-sulfoxide,biotinate sulfoxide,btnso
BSORy,h_c,forward,[H+],H+,H(+),h
BSORy,nadph_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
ADSK,aps_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](O)[C@H]1O,Adenosine 5'-phosphosulfate,APS,aps
ADSK,atp_c,forward,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,ATP C10H12N5O13P3,ATP,atp
HSDy,hom__L_c,forward,[NH3+][C@@H](CCO)C(=O)[O-],L-Homoserine,L-homoserine,hom  L
HSDy,nadp_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide phosphate,NADP(+),nadp
HSDy,aspsa_c,reverse,[NH3+][C@@H](CC=O)C(=O)[O-],L-Aspartate 4-semialdehyde,L-aspartate 4-semialdehyde,aspsa
HSDy,h_c,reverse,[H+],H+,H(+),h
HSDy,nadph_c,reverse,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide phosphate - reduced,NADPH,nadph
CYSTL,cyst__L_c,forward,[NH3+][C@@H](CCSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],L-Cystathionine,"L,L-cystathionine",cyst  L
CYSTL,h2o_c,forward,O,H2O H2O,,h2o
SHSL1,cys__L_c,forward,[NH3+]C(CS)C(=O)[O-],L-Cysteine,Cysteine,cys  L
SHSL1,suchms_c,forward,[NH3+][C@@H](CCOC(=O)CCC(=O)[O-])C(=O)[O-],O-Succinyl-L-homoserine,O-succinyl-L-homoserine,suchms
SSALy,h2o_c,forward,O,H2O H2O,,h2o
SSALy,nadp_c,forward,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nicotinamide adenine dinucleotide phosphate,NADP(+),nadp
SSALy,sucsal_c,forward,O=CCCC(=O)[O-],Succinic semialdehyde,succinate semialdehyde,sucsal
EX_dad_2_e,dad_2_e,forward,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,Deoxyadenosine,2'-deoxyadenosine,dad 2
EX_ser__D_e,ser__D_e,forward,[NH3+][C@H](CO)C(=O)[O-],D-Serine,D-serine,ser  D
EX_gam6p_e,gam6p_e,forward,[NH3+][C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,D-Glucosamine 6-phosphate,D-Glucosamine phosphate,gam6p
EX_15dap_e,15dap_e,forward,[NH3+]CCCCC[NH3+],"1,5-Diaminopentane",cadaverine,15dap
EX_ocdcea_e,ocdcea_e,forward,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],Octadecenoate (n-C18:1),Oleate,ocdcea
EX_cynt_e,cynt_e,forward,N#C[O-],Cyanate,Cyanate,cynt
EX_galctn__D_e,galctn__D_e,forward,O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,D-Galactonate,D-galactonate,galctn  D
EX_glyb_e,glyb_e,forward,C[N+](C)(C)CC(=O)[O-],Glycine betaine,glycine betaine,glyb
3HCINNMH,3hcinnm_c,forward,O=C([O-])/C=C/c1cccc(O)c1,3-hydroxycinnamic acid,3-Coumaric acid,3hcinnm
3HCINNMH,h_c,forward,[H+],H+,H(+),h
3HCINNMH,nadh_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
3HCINNMH,o2_c,forward,O=O,O2 O2,O2,o2
BSORx,btnso_c,forward,O=C([O-])CCCC[C@H]1[C@H]2NC(=O)N[C@H]2CS1=O,D-biotin d-sulfoxide,biotinate sulfoxide,btnso
BSORx,h_c,forward,[H+],H+,H(+),h
BSORx,nadh_c,forward,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,Nicotinamide adenine dinucleotide - reduced,NADH,nadh
NMNt7pp,h2o_c,forward,O,H2O H2O,,h2o
