EX_glc__D_e_i,EX_ala__L_e_i,EX_arg__L_e_i,EX_asn__L_e_i,EX_asp__L_e_i,EX_glu__L_e_i,EX_gln__L_e_i,EX_gly_e_i,EX_his__L_e_i,EX_ile__L_e_i,EX_leu__L_e_i,EX_lys__L_e_i,EX_met__L_e_i,EX_phe__L_e_i,EX_pro__L_e_i,EX_ser__L_e_i,EX_thr__L_e_i,EX_trp__L_e_i,EX_tyr__L_e_i,EX_val__L_e_i,EX_thm_e_i,EX_pydxn_e_i,EX_cys__L_e_i,EX_cl_e_i,EX_nh4_e_i,EX_so4_e_i,EX_pi_e_i,EX_k_e_i,EX_na1_e_i,EX_mg2_e_i,EX_ca2_e_i,EX_fe2_e_i,EX_zn2_e_i,EX_cu2_e_i,EX_mobd_e_i,EX_cit_e_i,EX_tsul_e_i,EX_o2_e_i,EX_co2_e_i,EX_h_e_i,EX_h2o_e_i,EX_fe3_e_i,EX_mn2_e_i,EX_ni2_e_i,EX_sel_e_i,EX_cobalt2_e_i,EX_tungs_e_i,EX_slnt_e_i,GR_AVG
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,7.132064886391162872e+00,8.292817212641239166e+00,7.067973129451274872e+00,0.000000000000000000e+00,7.736144736409187317e+00,9.039371162652969360e+00,6.179892122745513916e+00,5.128049422055482864e+00,0.000000000000000000e+00,1.224499523639678955e+01,1.918613817542791367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573085494339466095e+01,8.953609243035316467e+00,7.773799970746040344e+00,5.265623386949300766e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.481275096535682678e+01,1.001263935118913651e+01,0.000000000000000000e+00,1.623318567872047424e+01,1.334971204400062561e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.362367376685142517e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.580263830721378326e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.576090306043624878e+00,1.613446101546287537e+01,6.424120048333333832e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,1.185540653765201569e+01,8.189593739807605743e+00,1.184495083987712860e+01,0.000000000000000000e+00,9.146187454462051392e+00,1.448435626924037933e+01,7.079765871167182922e+00,3.807695880532264709e+00,0.000000000000000000e+00,1.439320653676986694e+01,2.402826687321066856e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078943498432636261e+01,1.080262493342161179e+01,3.825117442756891251e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.471636064350605011e+01,1.137973457574844360e+01,0.000000000000000000e+00,1.753305569291114807e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.929835800081491470e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017008990049362183e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.340468302369117737e+01,1.171789415180683136e+01,7.045258444999999980e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,8.567594960331916809e+00,1.118126034736633301e+01,6.736983619630336761e+00,0.000000000000000000e+00,8.917811997234821320e+00,4.346261639147996902e+00,3.994308002293109894e+00,3.438109401613473892e+00,0.000000000000000000e+00,1.094774127006530762e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.490742050111293793e+00,9.947872348129749298e+00,5.902367737144231796e+00,0.000000000000000000e+00,1.467611342668533325e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.619289599359035492e+01,8.573443554341793060e+00,0.000000000000000000e+00,2.234594389796257019e+01,7.854009866714477539e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.994916558265686035e+01,2.031060345470905304e+01,0.000000000000000000e+00,6.822766773402690887e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.399527601897716522e+00,1.074936755001544952e+01,6.879540201666666244e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,8.567594960331916809e+00,1.118126034736633301e+01,6.736983619630336761e+00,0.000000000000000000e+00,8.917811997234821320e+00,4.346261639147996902e+00,3.994308002293109894e+00,3.438109401613473892e+00,0.000000000000000000e+00,1.094774127006530762e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.490742050111293793e+00,9.947872348129749298e+00,5.902367737144231796e+00,0.000000000000000000e+00,1.467611342668533325e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.619289599359035492e+01,8.573443554341793060e+00,0.000000000000000000e+00,2.234594389796257019e+01,7.854009866714477539e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.994916558265686035e+01,2.031060345470905304e+01,0.000000000000000000e+00,6.822766773402690887e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.399527601897716522e+00,1.074936755001544952e+01,6.675987322499999932e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,7.132064886391162872e+00,8.292817212641239166e+00,7.067973129451274872e+00,0.000000000000000000e+00,7.736144736409187317e+00,9.039371162652969360e+00,6.179892122745513916e+00,5.128049422055482864e+00,0.000000000000000000e+00,1.224499523639678955e+01,1.918613817542791367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573085494339466095e+01,8.953609243035316467e+00,7.773799970746040344e+00,5.265623386949300766e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.481275096535682678e+01,1.001263935118913651e+01,0.000000000000000000e+00,1.623318567872047424e+01,1.334971204400062561e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.362367376685142517e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.580263830721378326e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.576090306043624878e+00,1.613446101546287537e+01,6.883265671666666252e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,7.132064886391162872e+00,8.292817212641239166e+00,7.067973129451274872e+00,0.000000000000000000e+00,7.736144736409187317e+00,9.039371162652969360e+00,6.179892122745513916e+00,5.128049422055482864e+00,0.000000000000000000e+00,1.224499523639678955e+01,1.918613817542791367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573085494339466095e+01,8.953609243035316467e+00,7.773799970746040344e+00,5.265623386949300766e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.481275096535682678e+01,1.001263935118913651e+01,0.000000000000000000e+00,1.623318567872047424e+01,1.334971204400062561e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.362367376685142517e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.580263830721378326e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.576090306043624878e+00,1.613446101546287537e+01,5.956762910833333091e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,1.185540653765201569e+01,8.189593739807605743e+00,1.184495083987712860e+01,0.000000000000000000e+00,9.146187454462051392e+00,1.448435626924037933e+01,7.079765871167182922e+00,3.807695880532264709e+00,0.000000000000000000e+00,1.439320653676986694e+01,2.402826687321066856e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078943498432636261e+01,1.080262493342161179e+01,3.825117442756891251e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.471636064350605011e+01,1.137973457574844360e+01,0.000000000000000000e+00,1.753305569291114807e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.929835800081491470e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017008990049362183e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.340468302369117737e+01,1.171789415180683136e+01,7.225020825000000313e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,7.132064886391162872e+00,8.292817212641239166e+00,7.067973129451274872e+00,0.000000000000000000e+00,7.736144736409187317e+00,9.039371162652969360e+00,6.179892122745513916e+00,5.128049422055482864e+00,0.000000000000000000e+00,1.224499523639678955e+01,1.918613817542791367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573085494339466095e+01,8.953609243035316467e+00,7.773799970746040344e+00,5.265623386949300766e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.481275096535682678e+01,1.001263935118913651e+01,0.000000000000000000e+00,1.623318567872047424e+01,1.334971204400062561e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.362367376685142517e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.580263830721378326e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.576090306043624878e+00,1.613446101546287537e+01,6.843621033333334713e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,1.185540653765201569e+01,8.189593739807605743e+00,1.184495083987712860e+01,0.000000000000000000e+00,9.146187454462051392e+00,1.448435626924037933e+01,7.079765871167182922e+00,3.807695880532264709e+00,0.000000000000000000e+00,1.439320653676986694e+01,2.402826687321066856e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078943498432636261e+01,1.080262493342161179e+01,3.825117442756891251e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.471636064350605011e+01,1.137973457574844360e+01,0.000000000000000000e+00,1.753305569291114807e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.929835800081491470e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017008990049362183e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.340468302369117737e+01,1.171789415180683136e+01,6.499187670000000638e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,7.132064886391162872e+00,8.292817212641239166e+00,7.067973129451274872e+00,0.000000000000000000e+00,7.736144736409187317e+00,9.039371162652969360e+00,6.179892122745513916e+00,5.128049422055482864e+00,0.000000000000000000e+00,1.224499523639678955e+01,1.918613817542791367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573085494339466095e+01,8.953609243035316467e+00,7.773799970746040344e+00,5.265623386949300766e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.481275096535682678e+01,1.001263935118913651e+01,0.000000000000000000e+00,1.623318567872047424e+01,1.334971204400062561e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.362367376685142517e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.580263830721378326e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.576090306043624878e+00,1.613446101546287537e+01,6.247592724999999625e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,8.823993131518363953e+00,1.195176146924495697e+01,6.704563312232494354e+00,0.000000000000000000e+00,7.152628749608993530e+00,4.358121268451213837e+00,4.404659457504749298e+00,2.919471543282270432e+00,0.000000000000000000e+00,1.363695919513702393e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.102880124002695084e+01,8.457032255828380585e+00,9.113247618079185486e+00,3.662462756037712097e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400596916675567627e+01,1.020516518503427505e+01,0.000000000000000000e+00,1.842750057578086853e+01,1.220153175294399261e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.175720714032649994e+01,2.052013643085956573e+01,0.000000000000000000e+00,8.597288802266120911e+00,4.644498880952596664e-01,0.000000000000000000e+00,6.081282831728458405e+00,1.139456026256084442e+01,7.415943480833333545e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,1.185540653765201569e+01,8.189593739807605743e+00,1.184495083987712860e+01,0.000000000000000000e+00,9.146187454462051392e+00,1.448435626924037933e+01,7.079765871167182922e+00,3.807695880532264709e+00,0.000000000000000000e+00,1.439320653676986694e+01,2.402826687321066856e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078943498432636261e+01,1.080262493342161179e+01,3.825117442756891251e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.471636064350605011e+01,1.137973457574844360e+01,0.000000000000000000e+00,1.753305569291114807e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.929835800081491470e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017008990049362183e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.340468302369117737e+01,1.171789415180683136e+01,7.727665085833334002e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,1.185540653765201569e+01,8.189593739807605743e+00,1.184495083987712860e+01,0.000000000000000000e+00,9.146187454462051392e+00,1.448435626924037933e+01,7.079765871167182922e+00,3.807695880532264709e+00,0.000000000000000000e+00,1.439320653676986694e+01,2.402826687321066856e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078943498432636261e+01,1.080262493342161179e+01,3.825117442756891251e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.471636064350605011e+01,1.137973457574844360e+01,0.000000000000000000e+00,1.753305569291114807e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.929835800081491470e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017008990049362183e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.340468302369117737e+01,1.171789415180683136e+01,6.224154422500000061e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,1.185540653765201569e+01,8.189593739807605743e+00,1.184495083987712860e+01,0.000000000000000000e+00,9.146187454462051392e+00,1.448435626924037933e+01,7.079765871167182922e+00,3.807695880532264709e+00,0.000000000000000000e+00,1.439320653676986694e+01,2.402826687321066856e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078943498432636261e+01,1.080262493342161179e+01,3.825117442756891251e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.471636064350605011e+01,1.137973457574844360e+01,0.000000000000000000e+00,1.753305569291114807e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.929835800081491470e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017008990049362183e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.340468302369117737e+01,1.171789415180683136e+01,6.373008665833334030e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,9.864062555134296417e+00,7.831658795475959778e+00,8.792889341711997986e+00,0.000000000000000000e+00,9.544618055224418640e+00,1.082295946776866913e+01,6.164941154420375824e+00,5.589678529649972916e+00,0.000000000000000000e+00,1.438335247337818146e+01,3.129255038220435381e-01,0.000000000000000000e+00,7.950904853641986847e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.065560318529605865e+01,8.888164162635803223e+00,4.559255428612232208e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.574423670768737793e+01,1.140596795827150345e+01,0.000000000000000000e+00,2.173022419214248657e+01,0.000000000000000000e+00,4.251481574028730392e+00,1.953134112060070038e+01,2.427081719040870667e+01,9.392895773053169250e+00,0.000000000000000000e+00,9.760713092982769012e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.060091957449913025e+01,1.454701259732246399e+01,6.263025435833332599e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,9.864062555134296417e+00,7.831658795475959778e+00,8.792889341711997986e+00,0.000000000000000000e+00,9.544618055224418640e+00,1.082295946776866913e+01,6.164941154420375824e+00,5.589678529649972916e+00,0.000000000000000000e+00,1.438335247337818146e+01,3.129255038220435381e-01,0.000000000000000000e+00,7.950904853641986847e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.065560318529605865e+01,8.888164162635803223e+00,4.559255428612232208e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.574423670768737793e+01,1.140596795827150345e+01,0.000000000000000000e+00,2.173022419214248657e+01,0.000000000000000000e+00,4.251481574028730392e+00,1.953134112060070038e+01,2.427081719040870667e+01,9.392895773053169250e+00,0.000000000000000000e+00,9.760713092982769012e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.060091957449913025e+01,1.454701259732246399e+01,6.037049446666666874e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,7.132064886391162872e+00,8.292817212641239166e+00,7.067973129451274872e+00,0.000000000000000000e+00,7.736144736409187317e+00,9.039371162652969360e+00,6.179892122745513916e+00,5.128049422055482864e+00,0.000000000000000000e+00,1.224499523639678955e+01,1.918613817542791367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.573085494339466095e+01,8.953609243035316467e+00,7.773799970746040344e+00,5.265623386949300766e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.481275096535682678e+01,1.001263935118913651e+01,0.000000000000000000e+00,1.623318567872047424e+01,1.334971204400062561e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.362367376685142517e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.580263830721378326e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.576090306043624878e+00,1.613446101546287537e+01,6.512349637500000066e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,1.185540653765201569e+01,8.189593739807605743e+00,1.184495083987712860e+01,0.000000000000000000e+00,9.146187454462051392e+00,1.448435626924037933e+01,7.079765871167182922e+00,3.807695880532264709e+00,0.000000000000000000e+00,1.439320653676986694e+01,2.402826687321066856e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.078943498432636261e+01,1.080262493342161179e+01,3.825117442756891251e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.471636064350605011e+01,1.137973457574844360e+01,0.000000000000000000e+00,1.753305569291114807e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.929835800081491470e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.017008990049362183e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.340468302369117737e+01,1.171789415180683136e+01,7.553837607500000217e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,0.000000000000000000e+00,1.118215501308441162e+01,6.738331280648708344e+00,0.000000000000000000e+00,8.919401727616786957e+00,4.347428809851408005e+00,3.995447922497987747e+00,3.438929747790098190e+00,0.000000000000000000e+00,1.094872936606407166e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.492677189409732819e+00,9.949420318007469177e+00,5.903535261750221252e+00,0.000000000000000000e+00,1.467513400129973888e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.619405962526798248e+01,8.574629835784435272e+00,0.000000000000000000e+00,2.234790310263633728e+01,7.855363897979259491e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.995055288076400757e+01,2.031211957335472107e+01,0.000000000000000000e+00,6.824166812002658844e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.401164047420024872e+00,1.075068123638629913e+01,6.320279348181817580e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,8.553064428269863129e+00,1.117329966276884079e+01,6.725073382258415222e+00,0.000000000000000000e+00,8.903767019510269165e+00,4.335964489728212357e+00,3.984243720769882202e+00,3.430832810699939728e+00,0.000000000000000000e+00,1.093901686370372772e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.473609626293182373e+00,9.934169948101043701e+00,5.892068110406398773e+00,0.000000000000000000e+00,1.468383646570146084e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.618255354464054108e+01,8.562866821885108948e+00,0.000000000000000000e+00,2.232853613793849945e+01,7.842050082981586456e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.993682429194450378e+01,2.029696121811866760e+01,0.000000000000000000e+00,6.810400001704692841e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.385067850351333618e+00,1.073773901909589767e+01,6.585517774999999352e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,6.974835880100727081e+00,8.204875253140926361e+00,6.941326968371868134e+00,0.000000000000000000e+00,7.609583511948585510e+00,8.917063847184181213e+00,6.070011034607887268e+00,5.029559042304754257e+00,0.000000000000000000e+00,1.211973212659358978e+01,1.827091956511139870e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.565382026135921478e+01,8.813219629228115082e+00,7.646843791007995605e+00,5.168169233947992325e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.471811883151531219e+01,9.908139705657958984e+00,0.000000000000000000e+00,1.609787881374359131e+01,1.317371629178524017e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.344790734350681305e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.452725127339363098e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.426465250551700592e+00,1.602655895054340363e+01,6.173293544999999272e-01
2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,2.200000165030360222e+00,1.173309568315744400e+01,8.141685947775840759e+00,1.174547802656888962e+01,0.000000000000000000e+00,9.004110433161258698e+00,1.431457646191120148e+01,6.977599151432514191e+00,3.772462047636508942e+00,0.000000000000000000e+00,1.428239539265632629e+01,2.164289979264140129e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.062255151569843292e+01,1.068767383694648743e+01,3.706165123730897903e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.468416117131710052e+01,1.137819509953260422e+01,0.000000000000000000e+00,1.747977778315544128e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.959962818771600723e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.985712319612503052e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.318202309310436249e+01,1.163469873368740082e+01,6.144050250000000490e-01
